{'id': 500001, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500227, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500228, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500229, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500230, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500231, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500232, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500233, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500234, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500235, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500236, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500237, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500238, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500239, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500240, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500241, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500242, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500243, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500244, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500245, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500246, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500247, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500248, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500249, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500250, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500251, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500252, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500253, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500254, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500255, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500256, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500257, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500258, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500259, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500260, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500261, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500262, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500263, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500264, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500265, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500266, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500267, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500268, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500269, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500270, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500271, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500272, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500273, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500274, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500275, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500276, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500277, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500278, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500279, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500280, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500281, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500282, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500283, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500284, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500285, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500286, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500287, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500288, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500289, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500290, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500291, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500292, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500293, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500294, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500295, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500296, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500297, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500298, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500299, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500300, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500301, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500302, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500303, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500304, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500305, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500306, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500307, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500308, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500309, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500310, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500311, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500312, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500313, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500314, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500315, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500316, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500317, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500318, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500319, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500320, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500321, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500322, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500323, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500324, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500325, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500326, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500327, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500328, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500329, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500330, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500331, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500332, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500333, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500334, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500335, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500336, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500337, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500338, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500339, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500340, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500341, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500342, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500343, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500344, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500345, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500346, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500347, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500348, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500349, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500350, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500351, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500352, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500353, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500354, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500355, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500356, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500357, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500358, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500359, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500360, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500361, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500362, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500363, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500364, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500365, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500366, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500367, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500368, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500369, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500370, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500371, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500372, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500373, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500374, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500375, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500376, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500377, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500378, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500379, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500380, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500381, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500382, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500383, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500384, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500385, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500386, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500387, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500388, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500389, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500390, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500391, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500392, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500393, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500394, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500395, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500396, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500397, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500398, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500399, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500400, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500401, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500402, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500403, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500404, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500405, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500406, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500407, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500408, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500409, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500410, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500411, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500412, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500413, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500414, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500415, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500416, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500417, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500418, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500419, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500420, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500421, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500422, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500423, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500424, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500425, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500426, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500427, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500428, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500429, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500430, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500431, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500432, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500433, 'value': '1', 'test_case': 'EXIST2024'}
{'id': 500434, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500435, 'value': '0', 'test_case': 'EXIST2024'}
{'id': 500436, 'value': '1', 'test_case': 'EXIST2024'}
